Frecuencia,PSD
-1718750.000000,0.007644
-1699218.750000,0.007819
-1679687.500000,0.008054
-1660156.250000,0.008613
-1640625.000000,0.008539
-1621093.750000,0.008961
-1601562.500000,0.009778
-1582031.250000,0.008689
-1562500.000000,0.009118
-1542968.750000,0.009633
-1523437.500000,0.010311
-1503906.250000,0.010818
-1484375.000000,0.011341
-1464843.750000,0.011771
-1445312.500000,0.011950
-1425781.250000,0.012780
-1406250.000000,0.012635
-1386718.750000,0.013252
-1367187.500000,0.013500
-1347656.250000,0.014101
-1328125.000000,0.014495
-1308593.750000,0.015357
-1289062.500000,0.015901
-1269531.250000,0.016883
-1250000.000000,0.017595
-1230468.750000,0.017731
-1210937.500000,0.019881
-1191406.250000,0.019042
-1171875.000000,0.019196
-1152343.750000,0.021160
-1132812.500000,0.023141
-1113281.250000,0.025162
-1093750.000000,0.027812
-1074218.750000,0.030030
-1054687.500000,0.031964
-1035156.250000,0.034029
-1015625.000000,0.035091
-996093.750000,0.036086
-976562.500000,0.039241
-957031.250000,0.041303
-937500.000000,0.043501
-917968.750000,0.045479
-898437.500000,0.047862
-878906.250000,0.049273
-859375.000000,0.051847
-839843.750000,0.052888
-820312.500000,0.056252
-800781.250000,0.065628
-781250.000000,0.068458
-761718.750000,0.082304
-742187.500000,0.093128
-722656.250000,0.100140
-703125.000000,0.109719
-683593.750000,0.120291
-664062.500000,0.132054
-644531.250000,0.138986
-625000.000000,0.136342
-605468.750000,0.166578
-585937.500000,0.286002
-566406.250000,0.358592
-546875.000000,0.352236
-527343.750000,0.345690
-507812.500000,0.349279
-488281.250000,0.347705
-468750.000000,0.327723
-449218.750000,0.328366
-429687.500000,0.336854
-410156.250000,0.598764
-390625.000000,0.617888
-371093.750000,0.515658
-351562.500000,0.654854
-332031.250000,0.784226
-312500.000000,0.897290
-292968.750000,0.992489
-273437.500000,1.151007
-253906.250000,1.371201
-234375.000000,1.600087
-214843.750000,2.250530
-195312.500000,4.364521
-175781.250000,7.214766
-156250.000000,8.444437
-136718.750000,8.206379
-117187.500000,8.076513
-97656.250000,8.509821
-78125.000000,9.222714
-58593.750000,9.803506
-39062.500000,10.138424
-19531.250000,9.969762
0.000000,10.400465
19531.250000,10.132333
39062.500000,9.992135
58593.750000,9.590105
78125.000000,9.034255
97656.250000,8.346110
117187.500000,8.178000
136718.750000,8.243992
156250.000000,7.997722
175781.250000,6.899825
195312.500000,4.385101
214843.750000,2.222189
234375.000000,1.550422
253906.250000,1.341208
273437.500000,1.144323
292968.750000,0.940002
312500.000000,0.835535
332031.250000,0.747583
351562.500000,0.621239
371093.750000,0.479225
390625.000000,0.558155
410156.250000,0.598951
429687.500000,0.325209
449218.750000,0.312769
468750.000000,0.324571
488281.250000,0.333458
507812.500000,0.331009
527343.750000,0.326119
546875.000000,0.329192
566406.250000,0.332796
585937.500000,0.269329
605468.750000,0.159540
625000.000000,0.131724
644531.250000,0.127464
664062.500000,0.115106
683593.750000,0.106955
703125.000000,0.101767
722656.250000,0.094394
742187.500000,0.086254
761718.750000,0.074528
781250.000000,0.062089
800781.250000,0.060260
820312.500000,0.053004
839843.750000,0.048931
859375.000000,0.047262
878906.250000,0.045050
898437.500000,0.042645
917968.750000,0.040408
937500.000000,0.039027
957031.250000,0.036091
976562.500000,0.033277
996093.750000,0.031074
1015625.000000,0.030295
1035156.250000,0.029935
1054687.500000,0.027610
1074218.750000,0.025761
1093750.000000,0.024030
1113281.250000,0.022590
1132812.500000,0.020762
1152343.750000,0.019323
1171875.000000,0.017582
1191406.250000,0.016411
1210937.500000,0.016973
1230468.750000,0.015392
1250000.000000,0.014507
1269531.250000,0.014170
1289062.500000,0.013822
1308593.750000,0.012924
1328125.000000,0.012456
1347656.250000,0.011763
1367187.500000,0.011183
1386718.750000,0.010885
1406250.000000,0.010413
1425781.250000,0.010148
1445312.500000,0.009819
1464843.750000,0.009628
1484375.000000,0.009306
1503906.250000,0.008696
1523437.500000,0.008204
1542968.750000,0.007943
1562500.000000,0.007529
1582031.250000,0.006954
1601562.500000,0.007631
1621093.750000,0.007067
1640625.000000,0.006587
1660156.250000,0.006632
1679687.500000,0.006697
1699218.750000,0.006606
1718750.000000,0.006046
1738281.250000,0.005977
1757812.500000,0.005893
1777343.750000,0.005564
1796875.000000,0.005354
1816406.250000,0.005295
1835937.500000,0.005185
1855468.750000,0.005139
1875000.000000,0.005114
1894531.250000,0.004784
1914062.500000,0.004629
1933593.750000,0.004513
1953125.000000,0.004382
1972656.250000,0.004218
1992187.500000,0.004358
2011718.750000,0.004498
2031250.000000,0.004114
2050781.250000,0.003921
2070312.500000,0.003888
2089843.750000,0.003896
2109375.000000,0.003844
2128906.250000,0.003800
2148437.500000,0.003686
2167968.750000,0.003587
2187500.000000,0.003481
2207031.250000,0.003290
2226562.500000,0.003349
2246093.750000,0.003450
2265625.000000,0.003368
2285156.250000,0.003265
2304687.500000,0.003150
2324218.750000,0.003095
2343750.000000,0.002989
2363281.250000,0.002883
2382812.500000,0.002770
2402343.750000,0.002909
2421875.000000,0.002853
2441406.250000,0.002712
2460937.500000,0.002755
2480468.750000,0.002759
2500000.000000,0.002753
2519531.250000,0.002604
2539062.500000,0.002570
2558593.750000,0.002483
2578125.000000,0.002486
2597656.250000,0.002435
2617187.500000,0.002386
2636718.750000,0.002328
2656250.000000,0.002449
2675781.250000,0.002460
2695312.500000,0.002237
2714843.750000,0.002274
2734375.000000,0.002211
2753906.250000,0.002081
2773437.500000,0.002038
2792968.750000,0.002030
2812500.000000,0.002055
2832031.250000,0.001985
2851562.500000,0.001971
2871093.750000,0.001983
2890625.000000,0.001999
2910156.250000,0.001910
2929687.500000,0.001847
2949218.750000,0.001812
2968750.000000,0.001801
2988281.250000,0.001755
3007812.500000,0.001680
3027343.750000,0.001632
3046875.000000,0.001629
3066406.250000,0.001664
3085937.500000,0.001633
3105468.750000,0.001616
3125000.000000,0.001642
3144531.250000,0.001594
3164062.500000,0.001583
3183593.750000,0.001551
3203125.000000,0.001507
3222656.250000,0.001551
3242187.500000,0.001589
3261718.750000,0.001692
3281250.000000,0.001922
3300781.250000,0.001977
3320312.500000,0.002578
3339843.750000,0.004457
3359375.000000,0.007076
3378906.250000,0.008838
3398437.500000,0.007348
3417968.750000,0.004118
3437500.000000,0.002126
3457031.250000,0.001810
3476562.500000,0.001802
3496093.750000,0.001635
3515625.000000,0.001486
3535156.250000,0.001339
3554687.500000,0.001239
3574218.750000,0.001242
3593750.000000,0.001255
3613281.250000,0.001181
3632812.500000,0.001180
3652343.750000,0.001152
3671875.000000,0.001145
3691406.250000,0.001135
3710937.500000,0.001086
3730468.750000,0.001093
3750000.000000,0.001079
3769531.250000,0.001059
3789062.500000,0.001068
3808593.750000,0.001047
3828125.000000,0.001018
3847656.250000,0.000997
3867187.500000,0.000961
3886718.750000,0.000964
3906250.000000,0.000971
3925781.250000,0.000958
3945312.500000,0.000974
3964843.750000,0.001012
3984375.000000,0.001409
4003906.250000,0.002071
4023437.500000,0.001127
4042968.750000,0.000934
4062500.000000,0.000922
4082031.250000,0.001014
4101562.500000,0.000878
4121093.750000,0.000854
4140625.000000,0.000861
4160156.250000,0.000864
4179687.500000,0.000872
4199218.750000,0.000999
4218750.000000,0.000859
4238281.250000,0.000823
4257812.500000,0.000829
4277343.750000,0.000787
4296875.000000,0.000773
4316406.250000,0.000792
4335937.500000,0.000790
4355468.750000,0.000767
4375000.000000,0.000753
4394531.250000,0.000746
4414062.500000,0.000748
4433593.750000,0.000756
4453125.000000,0.000744
4472656.250000,0.000717
4492187.500000,0.000702
4511718.750000,0.000702
4531250.000000,0.000713
4550781.250000,0.000732
4570312.500000,0.000828
4589843.750000,0.000730
4609375.000000,0.000703
4628906.250000,0.000689
4648437.500000,0.000786
4667968.750000,0.001018
4687500.000000,0.000802
4707031.250000,0.000691
4726562.500000,0.000659
4746093.750000,0.000647
4765625.000000,0.000623
4785156.250000,0.000617
4804687.500000,0.000660
4824218.750000,0.000647
4843750.000000,0.000607
4863281.250000,0.000606
4882812.500000,0.000607
4902343.750000,0.000598
4921875.000000,0.000703
4941406.250000,0.000771
4960937.500000,0.000577
4980468.750000,0.000582
5000000.000000,0.000571
5019531.250000,0.000553
5039062.500000,0.000557
5058593.750000,0.000579
5078125.000000,0.000544
5097656.250000,0.000538
5117187.500000,0.000538
5136718.750000,0.000523
5156250.000000,0.000534
5175781.250000,0.000562
5195312.500000,0.000555
5214843.750000,0.000542
5234375.000000,0.000548
5253906.250000,0.000538
5273437.500000,0.000521
5292968.750000,0.000784
5312500.000000,0.000806
5332031.250000,0.000856
5351562.500000,0.000678
5371093.750000,0.000525
5390625.000000,0.000520
5410156.250000,0.000770
5429687.500000,0.001067
5449218.750000,0.000633
5468750.000000,0.000475
5488281.250000,0.000485
5507812.500000,0.000456
5527343.750000,0.000449
5546875.000000,0.000448
5566406.250000,0.000445
5585937.500000,0.000442
5605468.750000,0.000439
5625000.000000,0.000426
5644531.250000,0.000426
5664062.500000,0.000432
5683593.750000,0.000422
5703125.000000,0.000414
5722656.250000,0.000417
5742187.500000,0.000410
5761718.750000,0.000418
5781250.000000,0.000512
5800781.250000,0.000497
5820312.500000,0.000418
5839843.750000,0.000401
5859375.000000,0.000392
5878906.250000,0.000386
5898437.500000,0.000505
5917968.750000,0.000601
5937500.000000,0.000394
5957031.250000,0.000398
5976562.500000,0.000465
5996093.750000,0.000752
6015625.000000,0.000600
6035156.250000,0.000477
6054687.500000,0.000523
6074218.750000,0.000701
6093750.000000,0.000966
6113281.250000,0.001061
6132812.500000,0.000746
6152343.750000,0.000490
6171875.000000,0.000386
6191406.250000,0.000369
6210937.500000,0.000362
6230468.750000,0.000360
6250000.000000,0.000372
6269531.250000,0.000519
6289062.500000,0.000516
6308593.750000,0.000412
6328125.000000,0.000400
6347656.250000,0.000370
6367187.500000,0.000476
6386718.750000,0.001708
6406250.000000,0.002864
6425781.250000,0.001116
6445312.500000,0.000647
6464843.750000,0.000435
6484375.000000,0.000360
6503906.250000,0.000366
6523437.500000,0.000514
6542968.750000,0.000348
6562500.000000,0.000319
6582031.250000,0.000351
6601562.500000,0.000308
6621093.750000,0.000296
6640625.000000,0.000374
6660156.250000,0.000646
6679687.500000,0.000543
6699218.750000,0.000347
6718750.000000,0.000300
6738281.250000,0.000277
6757812.500000,0.000287
6777343.750000,0.000284
6796875.000000,0.000268
6816406.250000,0.000288
6835937.500000,0.000298
6855468.750000,0.000287
6875000.000000,0.000297
6894531.250000,0.000303
6914062.500000,0.000255
6933593.750000,0.000253
6953125.000000,0.000253
6972656.250000,0.000247
6992187.500000,0.000255
7011718.750000,0.000282
7031250.000000,0.000263
7050781.250000,0.000262
7070312.500000,0.000258
7089843.750000,0.000239
7109375.000000,0.000247
7128906.250000,0.000438
7148437.500000,0.000309
7167968.750000,0.000224
7187500.000000,0.000224
7207031.250000,0.000228
7226562.500000,0.000233
7246093.750000,0.000371
7265625.000000,0.000410
7285156.250000,0.000405
7304687.500000,0.000540
7324218.750000,0.001040
7343750.000000,0.001918
7363281.250000,0.003724
7382812.500000,0.006855
7402343.750000,0.009339
7421875.000000,0.004270
7441406.250000,0.001825
7460937.500000,0.000916
7480468.750000,0.000511
7500000.000000,0.000350
7519531.250000,0.000282
7539062.500000,0.000286
7558593.750000,0.000732
7578125.000000,0.000835
7597656.250000,0.000362
7617187.500000,0.000383
7636718.750000,0.000296
7656250.000000,0.000215
7675781.250000,0.000197
7695312.500000,0.000182
7714843.750000,0.000193
7734375.000000,0.001048
7753906.250000,0.000966
7773437.500000,0.000175
7792968.750000,0.000161
7812500.000000,0.000164
7832031.250000,0.000161
7851562.500000,0.000363
7871093.750000,0.000583
7890625.000000,0.000180
7910156.250000,0.000154
7929687.500000,0.000150
7949218.750000,0.000150
7968750.000000,0.000178
7988281.250000,0.000385
8007812.500000,0.000395
8027343.750000,0.000190
8046875.000000,0.000147
8066406.250000,0.000135
8085937.500000,0.000144
8105468.750000,0.000275
8125000.000000,0.000187
8144531.250000,0.000128
8164062.500000,0.000135
8183593.750000,0.000130
8203125.000000,0.000132
8222656.250000,0.000355
8242187.500000,0.000340
8261718.750000,0.000129
8281250.000000,0.000153
8300781.250000,0.000137
8320312.500000,0.000115
8339843.750000,0.000179
8359375.000000,0.000259
8378906.250000,0.000118
8398437.500000,0.000106
8417968.750000,0.000104
8437500.000000,0.000103
8457031.250000,0.000105
8476562.500000,0.000122
8496093.750000,0.000103
8515625.000000,0.000098
8535156.250000,0.000095
8554687.500000,0.000094
8574218.750000,0.000095
8593750.000000,0.000094
8613281.250000,0.000095
8632812.500000,0.000107
8652343.750000,0.000203
8671875.000000,0.000277
8691406.250000,0.000133
8710937.500000,0.000095
8730468.750000,0.000090
8750000.000000,0.000086
8769531.250000,0.000087
8789062.500000,0.000087
8808593.750000,0.000097
8828125.000000,0.000178
8847656.250000,0.000281
8867187.500000,0.000093
8886718.750000,0.000079
8906250.000000,0.000078
8925781.250000,0.000076
8945312.500000,0.000090
8964843.750000,0.000160
8984375.000000,0.000090
9003906.250000,0.000081
9023437.500000,0.000096
9042968.750000,0.000077
9062500.000000,0.000084
9082031.250000,0.000250
9101562.500000,0.000149
9121093.750000,0.000069
9140625.000000,0.000067
9160156.250000,0.000067
9179687.500000,0.000069
9199218.750000,0.000125
9218750.000000,0.000127
9238281.250000,0.000070
9257812.500000,0.000069
9277343.750000,0.000071
9296875.000000,0.000084
9316406.250000,0.000155
9335937.500000,0.000257
9355468.750000,0.000116
9375000.000000,0.000084
9394531.250000,0.000100
9414062.500000,0.000089
9433593.750000,0.000095
9453125.000000,0.000094
9472656.250000,0.000084
9492187.500000,0.000076
9511718.750000,0.000082
9531250.000000,0.000073
9550781.250000,0.000079
9570312.500000,0.000145
9589843.750000,0.000105
9609375.000000,0.000068
9628906.250000,0.000071
9648437.500000,0.000070
9667968.750000,0.000077
9687500.000000,0.000119
9707031.250000,0.000304
9726562.500000,0.000189
9746093.750000,0.000078
9765625.000000,0.000067
9785156.250000,0.000068
9804687.500000,0.000071
9824218.750000,0.000080
9843750.000000,0.000069
9863281.250000,0.000068
9882812.500000,0.000070
9902343.750000,0.000088
9921875.000000,0.000101
9941406.250000,0.000105
9960937.500000,0.000081
9980468.750000,0.000126
